track_id,name,artist,spotify_preview_url,spotify_id,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
TRMAPGU12903CD06BD,I Feel Blue,Alif Tree,https://p.scdn.co/mp3-preview/83dff1512c4f90c9c597be753fa2c99b98b81cfd?cid=774b29d4f13844c495f206cafdad9c86,05bVyMZy16zWQnwbcRgbMs,"chillout, downtempo, lounge",Jazz,2006,293653,0.535,0.475,8,-9.725,1,0.0536,0.811,0.423,0.602,0.108,117.074,3
TRVQNQW12903D082C6,Imitosis,Andrew Bird,https://p.scdn.co/mp3-preview/f2fba18eceb84d92de37d1b67cc0db92d9272167?cid=774b29d4f13844c495f206cafdad9c86,09Ol6XBOug9TwvqQrKyYao,"indie, folk, singer_songwriter",Rock,2007,240933,0.853,0.599,9,-8.527,0,0.0375,0.578,3.74e-05,0.105,0.942,114.398,4
TRRHMZG128F930F08D,Punk Rock,Mogwai,https://p.scdn.co/mp3-preview/46a59bd26188066f751318cc0cd8039990abebe4?cid=774b29d4f13844c495f206cafdad9c86,0cDxzIwq3LYlJWxEXhul40,"ambient, instrumental, post_rock",,1999,128826,0.431,0.259,5,-17.011,1,0.0307,0.924,0.919,0.0765,0.132,74.047,5
TRACTRN12903D0D6C2,Running Scared,Roy Orbison,https://p.scdn.co/mp3-preview/5a0fdb0a9b0ccfb9dc50e1facae54217f7b5188b?cid=774b29d4f13844c495f206cafdad9c86,00s64OtuOsY09cZ7wnxm8f,"60s, male_vocalists, oldies",Rock,2015,130219,0.337,0.572,9,-4.656,1,0.0454,0.748,0.00408,0.155,0.357,84.417,4
TRAEASY128F148247C,Tel que tu es,Charlotte Gainsbourg,https://p.scdn.co/mp3-preview/e092cbc580f4ad47d186cd592166399ea7f0efce?cid=774b29d4f13844c495f206cafdad9c86,2tC2jSlRQVjKzJr5BXylPN,"female_vocalists, piano, french",Pop,2006,189706,0.544,0.359,3,-11.362,0,0.0306,0.81,0.159,0.16,0.435,119.609,3
TRXVNVJ12903CD2B58,3 Days,Rhye,https://p.scdn.co/mp3-preview/3c516e065882caf4a2f5c45f30601e365475cf32?cid=774b29d4f13844c495f206cafdad9c86,3zcsesjt1spXko5vXXceYM,"female_vocalists, jazz, experimental, soul, rnb, downtempo, lounge",,2013,255720,0.851,0.47,9,-10.733,1,0.0508,0.823,0.00413,0.306,0.628,115.051,4
TRCVEXZ128F422F83D,Evensong,Secret Garden,https://p.scdn.co/mp3-preview/93cc2fd99e4976a93d8f5410a6d0637c854fb556?cid=774b29d4f13844c495f206cafdad9c86,05cUDUt9yhovpqpRoreo0v,"ambient, new_age",,2013,268666,0.147,0.25,4,-15.478,0,0.0364,0.923,0.959,0.0908,0.126,80.489,3
TRPFXJN128F1459AE1,Fireproof,The National,https://p.scdn.co/mp3-preview/1aaa19b9fad5579dbc7292a0dbd91f18028cad9f?cid=774b29d4f13844c495f206cafdad9c86,64zdnlftDUEpPQbOut0sV2,"rock, indie, alternative_rock, indie_rock",,2013,178106,0.481,0.472,3,-10.54,0,0.0357,0.96,0.00916,0.114,0.311,115.978,4
TRLRMTP128F423CF97,Now You're Gone,Basshunter,https://p.scdn.co/mp3-preview/b89cf96287564b9eabf7423bdde9ec8a245b31b6?cid=774b29d4f13844c495f206cafdad9c86,0uKIri2ThOfaGi3B3TQE1k,"dance, trance, house, techno, swedish",Pop,2008,147853,0.685,0.978,10,-5.529,0,0.324,0.0223,0.0,0.136,0.403,110.951,1
TRVDUIA128E0780CFF,Digital World,Amaranthe,https://p.scdn.co/mp3-preview/771ac4a5b02594dde010e730d96d7050dbf0d7bd?cid=774b29d4f13844c495f206cafdad9c86,1fZvEmAmWtsDSUjAgDhddU,"electronic, melodic_death_metal, power_metal",,2014,197666,0.523,0.948,11,-4.627,0,0.12,0.000114,0.053,0.544,0.567,150.025,4
TRVIAYP128F93475F3,Under the Boughs,The Sword,https://p.scdn.co/mp3-preview/a30b27223410d78b2cfe2f0bfdee2b97f7b051fd?cid=774b29d4f13844c495f206cafdad9c86,185YVCSTh7LKPfiu7Rqgv7,doom_metal,,2008,299000,0.209,0.939,5,-3.707,0,0.0763,0.164,0.672,0.0702,0.346,138.333,3
TRJNGBW128F930276C,Benzin,Rammstein,https://p.scdn.co/mp3-preview/b33cfd221a77af88312fb7ee280caf296979fb03?cid=774b29d4f13844c495f206cafdad9c86,026bYRudKD3AX37JNTzYLe,"rock, metal, hard_rock, heavy_metal, industrial, german",,2005,226000,0.547,0.945,7,-4.144,1,0.0652,0.00048,0.00302,0.0731,0.221,141.995,4
TRBEMGM12903CB89F6,Don't Follow,Alice in Chains,https://p.scdn.co/mp3-preview/9d76be164f0409ae5a6af6c42c52161ee1646776?cid=774b29d4f13844c495f206cafdad9c86,3r4ugNxHrwrgw0EzZm4O42,"rock, 90s, acoustic, grunge",,1994,262133,0.314,0.37,1,-9.921,1,0.0286,0.781,0.139,0.122,0.28,116.044,1
TRJHWUU128F42918AD,Dr. L'Ling,Minus the Bear,https://p.scdn.co/mp3-preview/a03ce0c64790435dcc0316b425795c5643dd5941?cid=774b29d4f13844c495f206cafdad9c86,0mHhTGv23yNZ3q7j8s6uXt,"indie, indie_rock, progressive_rock",Rock,2014,408000,0.225,0.812,6,-6.59,0,0.0538,0.0185,0.175,0.115,0.327,161.441,4
TRILYBE128F428923B,Perfect Day,Lou Reed,https://p.scdn.co/mp3-preview/a48050121ba5ec0d7ffbc8a54fb7f46b8a0d5e70?cid=774b29d4f13844c495f206cafdad9c86,003n4ftz70WFRbPyuBd9a3,"rock, classic_rock, singer_songwriter, soundtrack, piano, 70s, beautiful, mellow",Pop,1972,224600,0.39,0.206,10,-15.74,1,0.0327,0.688,0.000412,0.102,0.106,147.27,3
TRDAPYV12903CD776B,Love Is All Around,Wet Wet Wet,https://p.scdn.co/mp3-preview/3d145970a81c063e89c743177e3f22cd337bbef6?cid=774b29d4f13844c495f206cafdad9c86,009wdTILwU3DnPvQldto9F,"pop, 80s, soundtrack, 90s, love, cover",Rock,2004,236866,0.519,0.718,10,-6.186,1,0.0292,0.282,0.0,0.265,0.511,84.912,4
TROKHSJ128F148CF30,The Heart's Cry,Anúna,https://p.scdn.co/mp3-preview/c18a3417b743cd06c69d133bbd74b20bb80473a5?cid=774b29d4f13844c495f206cafdad9c86,1b5vKQJWSC1GJniUqWF7pq,new_age,,2000,149373,0.294,0.152,2,-16.34,1,0.045,0.977,1.01e-05,0.0661,0.0493,104.874,5
TRXCSCX128F9326226,Elsewhere,Sarah McLachlan,https://p.scdn.co/mp3-preview/aae255e435f69d6ab631b701a64e7564c4274bfd?cid=774b29d4f13844c495f206cafdad9c86,0DU4W1En65XtqOEFo4gtZv,"female_vocalists, folk, singer_songwriter, piano",,1993,284306,0.584,0.384,4,-10.193,0,0.0283,0.608,8.92e-05,0.226,0.318,141.024,4
TRPBCZK12903CB5335,One Night In Rio,Louie Austen,https://p.scdn.co/mp3-preview/882ba258afe7a970fdd177c34972b6fa222d3e4e?cid=774b29d4f13844c495f206cafdad9c86,0b9yTMMxlh1kzgJKgv3rjk,lounge,Electronic,2004,380693,0.613,0.934,2,-6.46,1,0.233,0.0254,7.27e-05,0.25,0.648,115.237,3
TROHGWZ12903CFCF10,Apple,Cibo Matto,https://p.scdn.co/mp3-preview/1d07d6a6329cdfd9c4ab6e09bf36260905068691?cid=774b29d4f13844c495f206cafdad9c86,0o5ZqGrP1hEyCx4VZ5wQIx,"japanese, trip_hop",Electronic,1996,241280,0.628,0.702,1,-10.649,0,0.0426,0.0577,0.617,0.146,0.494,80.593,4
TRGZEIQ128F92F6ADC,In Shallow Seas We Sail,Emery,https://p.scdn.co/mp3-preview/495700a69eb3fe29844b261a1e63c17a02afdc76?cid=774b29d4f13844c495f206cafdad9c86,0hgrzjVarvtsV8WCo7dgck,"rock, post_hardcore, screamo",Rock,2009,218306,0.312,0.944,5,-3.472,0,0.0727,0.00238,0.0,0.158,0.299,163.938,3
TRGEPLY128F92D7F99,Insides,Jon Hopkins,https://p.scdn.co/mp3-preview/fed6031e7acc0605d6df759a06eae470b48f6995?cid=774b29d4f13844c495f206cafdad9c86,0RcyBQ66ZNnlaoEe8ClPHD,"electronic, ambient, idm",Electronic,2009,278040,0.682,0.588,1,-8.243,1,0.0835,0.00994,0.808,0.0932,0.249,135.749,4
TRIUHPZ128F145BA29,Ballad Of Sister Sue,Slowdive,https://p.scdn.co/mp3-preview/52ce49cd825f72442eeba7157fc53bb7e8fc9fcb?cid=774b29d4f13844c495f206cafdad9c86,0rjOegvHN4VzTJ36cTzSCx,ambient,Rock,1991,274666,0.448,0.291,6,-14.778,0,0.0308,0.00205,0.444,0.109,0.136,128.046,3
TRATUKH128F426305B,Montmartre,Django Reinhardt,https://p.scdn.co/mp3-preview/a4f8c9f78dbf55a693c345f83f849147c05dc258?cid=774b29d4f13844c495f206cafdad9c86,03qExcoVTohzbOLtYDpnaD,"jazz, oldies, guitar",,1988,145973,0.604,0.342,3,-9.659,1,0.0756,0.992,0.856,0.109,0.732,173.516,4
TRCNPSR128F425826F,Hyloz,Boxcutter,https://p.scdn.co/mp3-preview/96d6a3ec508b0cdc32db1c0f52d9fd079dca6f1f?cid=774b29d4f13844c495f206cafdad9c86,5Bvev9Hm0ezvbPCqds4wfB,,Electronic,2006,312053,0.467,0.69,9,-8.32,1,0.0611,0.122,0.152,0.0819,0.0465,172.636,5
TRONUII12903CD8645,Misanthropolis,Noumena,https://p.scdn.co/mp3-preview/c8d6514437a849657ba62dd315d754614f37f52b?cid=774b29d4f13844c495f206cafdad9c86,219EmqDeYbRHp6uox0qNub,"death_metal, melodic_death_metal",Metal,2006,258240,0.562,0.907,7,-4.692,1,0.0439,2.58e-06,0.892,0.135,0.46,130.0,4
TRCUHWL128F4249F1A,Hallmark,Broken Social Scene,https://p.scdn.co/mp3-preview/68604cdb33249a23ac2e8a5d82cda296e7524ccb?cid=774b29d4f13844c495f206cafdad9c86,1Ntzk4JoxcAsrWi73MoBjr,"indie, alternative_rock, instrumental, post_rock",,2004,233706,0.523,0.583,0,-10.694,1,0.0434,0.0879,0.109,0.144,0.172,119.98,3
TROUYSP128F422B707,Flinch,Alanis Morissette,https://p.scdn.co/mp3-preview/6069cc35fdb3df7985aaf7490ab0b8b8fcce13ad?cid=774b29d4f13844c495f206cafdad9c86,26KiQSxoQMw7mH8sp68hfZ,"rock, female_vocalists",,2013,397440,0.464,0.638,9,-8.337,1,0.035,0.179,8.76e-05,0.934,0.359,147.788,4
TROOMUK128F42BA19C,The Ecstasy of Gold,Ennio Morricone,https://p.scdn.co/mp3-preview/9dcc599b08a7b3c84456eec0713a89c5c8b82a42?cid=774b29d4f13844c495f206cafdad9c86,0XdObxvW1TfFF5J8WJ6KGr,"instrumental, soundtrack",Metal,2013,121373,0.139,0.68,7,-7.579,1,0.0499,0.867,0.115,0.964,0.149,84.215,3
TRIRCHF128E0786BA6,Fix Me Now,Garbage,https://p.scdn.co/mp3-preview/4de804f4b89df56409c16a266790625da86f742d?cid=774b29d4f13844c495f206cafdad9c86,0MUh7FBeOMYv4DywdHzEey,"rock, alternative, female_vocalists, alternative_rock, 90s",Rock,1995,283200,0.642,0.95,11,-7.298,0,0.0439,0.00543,0.0895,0.456,0.796,110.214,4
TRUDMNS12903CA6BC3,Honey Bee,Muddy Waters,https://p.scdn.co/mp3-preview/d8f0e4a7f693fbc9c7506aeb46e89118435aef0a?cid=774b29d4f13844c495f206cafdad9c86,03KxV36SOcZJzoj6OTgQjr,"blues, guitar",,2011,200493,0.777,0.592,5,-2.889,1,0.042,0.875,0.0202,0.084,0.57,95.733,1
TRYTFPZ12903CC01C5,Hype,Tegan and Sara,https://p.scdn.co/mp3-preview/d7c39680b382d6eb756f20cb875dc8c89652ac30?cid=774b29d4f13844c495f206cafdad9c86,0DfowGx5ulFd75mRNLC40K,"indie, female_vocalists, indie_pop",,2010,184973,0.723,0.484,6,-10.403,0,0.0881,0.484,0.0,0.17,0.958,108.324,4
TRBWSUF128F4253190,Craven Leaves,Zbigniew Preisner,https://p.scdn.co/mp3-preview/79a43f8635f29b858da4bcb20f65387b96c17d8f?cid=774b29d4f13844c495f206cafdad9c86,0PYOVZlOhqCufSXujre4gG,"instrumental, classical, soundtrack, piano",,1993,155933,0.468,0.19,9,-23.313,0,0.046,0.948,1.32e-05,0.0627,0.067,106.686,3
TROKCVJ128F92C4D49,As I Am,Dream Theater,https://p.scdn.co/mp3-preview/28e6150ab09b2c91e3b699beccb7914b2c9632ca?cid=774b29d4f13844c495f206cafdad9c86,27vvtjfuOGiXPRAxm3nDOM,"metal, progressive_rock, heavy_metal, progressive_metal",Jazz,2008,434933,0.524,0.937,7,-5.519,1,0.0628,8.54e-06,0.00967,0.115,0.2,130.021,4
TRRZWKD128F4263800,The Kick Inside,Kate Bush,https://p.scdn.co/mp3-preview/c89de0051298a7bb76c29a6f97ffabd4570f2763?cid=774b29d4f13844c495f206cafdad9c86,2vUImaMvI8zIfFK8Qjmp1k,"rock, pop, female_vocalists, singer_songwriter, piano, 70s",,1978,214773,0.33,0.107,1,-17.928,1,0.0371,0.956,0.000416,0.0791,0.179,142.759,3
TRIUVHG128E0792402,Follow My Way,Chris Cornell,https://p.scdn.co/mp3-preview/232f075e96256c9f2a16ae75f527eb45d223a1a1?cid=774b29d4f13844c495f206cafdad9c86,2i1lAomjOL5nSoFDu99KKv,"rock, alternative, singer_songwriter, grunge",Rock,1999,306960,0.545,0.898,9,-5.422,0,0.0622,0.00548,1.19e-06,0.163,0.242,130.516,4
TRINRXH128E078C8F1,Carry On,fun.,https://p.scdn.co/mp3-preview/30d9377e2bb96ce7d3edf8319a1d6ccbafc63a43?cid=774b29d4f13844c495f206cafdad9c86,11eLK5rrTKkjdEHqYK9uKr,"rock, alternative, indie, pop, alternative_rock, indie_rock, acoustic, american, indie_pop",,2012,278373,0.388,0.694,5,-5.769,1,0.0735,0.118,0.000293,0.082,0.365,145.434,5
TRRDHDO128F92EFA5B,Trimm Trabb,Blur,https://p.scdn.co/mp3-preview/baed02a97d69eccb11fc0ae07ffde48d39976edc?cid=774b29d4f13844c495f206cafdad9c86,01fSXBxjBbkAJ193kfUoUc,"rock, indie, british, 90s, britpop, mellow",Rock,1999,336946,0.594,0.46,9,-11.594,0,0.0284,0.0252,0.526,0.102,0.422,103.213,4
TRYFJGG128F92D276D,Last Year's Rain Didn't Fall Quite So Hard,The Twilight Sad,https://p.scdn.co/mp3-preview/02ab0139ea8e4498cd8daf9555bd86190f1afe59?cid=774b29d4f13844c495f206cafdad9c86,0ucUvVbbsLIjQVsYIAzWmF,"indie, indie_rock, post_rock",Rock,2007,199760,0.464,0.629,0,-10.039,1,0.0331,0.00105,0.4,0.0559,0.0401,108.999,3
TRGHUQA12903CA718B,Mr. Rogers,Korn,https://p.scdn.co/mp3-preview/c51af287f2e8319c3c5cb585bcfce3242e190791?cid=774b29d4f13844c495f206cafdad9c86,0POjGnDfnN8ZyBqVqO7OPv,"rock, heavy_metal, american, nu_metal",,1996,310573,0.4,0.866,1,-7.665,0,0.134,0.00189,0.0303,0.341,0.42,79.706,4
TRABUFB12903CFE0F9,Sleight Of Hand,Pearl Jam,https://p.scdn.co/mp3-preview/2952a164351ea5c9acec7686537a3877d24dffdd?cid=774b29d4f13844c495f206cafdad9c86,0EQsiksrHvA23Ah76rhi21,"rock, alternative_rock, grunge",,2000,287866,0.452,0.616,2,-8.898,1,0.0497,0.324,0.151,0.137,0.284,125.793,5
TRILALV128F92FD0A3,Sway,The Kooks,https://p.scdn.co/mp3-preview/5d09376c088c12427bcb907fb0ee8e89f01e8cf9?cid=774b29d4f13844c495f206cafdad9c86,0Zp4ug4hxrI798Ub5gy2qx,"rock, alternative, indie, indie_rock, british, britpop",,2008,216880,0.397,0.772,2,-5.512,0,0.0453,0.124,0.0,0.107,0.615,152.376,4
TRLJXHV12903CFAB5E,Nostalgia,Yanni,https://p.scdn.co/mp3-preview/43bee9f10081c15f94dd89f480c5a8914bb22175?cid=774b29d4f13844c495f206cafdad9c86,0QTUcroTqmOQU63q2r8ZwK,"instrumental, classical, piano, new_age",,2003,337933,0.149,0.411,11,-10.457,0,0.0349,0.864,0.0793,0.709,0.0783,181.231,5
TRLYVOS128F424272E,Biggest Part of Me,Ambrosia,https://p.scdn.co/mp3-preview/1ab9395522d9f7b17e0be6a905238a829398c022?cid=774b29d4f13844c495f206cafdad9c86,0CWD6Vq8az9trL6L5IyrIj,"80s, 70s",Rock,2005,324040,0.498,0.723,10,-8.053,1,0.05,0.238,0.0,0.353,0.882,153.227,4
TRMLJJH128F92F29BF,L'amour et la violence,Sébastien Tellier,https://p.scdn.co/mp3-preview/2a00987eb3702f4879f235adf6411d4956825e78?cid=774b29d4f13844c495f206cafdad9c86,0OMP8wbJfOX0a5lnHtuNMt,"electronic, piano, french",Electronic,2008,322880,0.174,0.287,0,-10.845,0,0.0391,0.953,0.572,0.217,0.0376,74.775,5
TRFEOVS128F425226B,Nolita,Keren Ann,https://p.scdn.co/mp3-preview/f48856b83ba45dfaea9ebec01b10a68a74490bee?cid=774b29d4f13844c495f206cafdad9c86,1nlQWAYATuuPNQUbc97x33,"indie, female_vocalists, singer_songwriter, french",,2004,432986,0.379,0.212,0,-12.621,0,0.0312,0.93,0.905,0.11,0.145,82.987,4
TRAGJRX128F92E6356,Capricorn,Motörhead,https://p.scdn.co/mp3-preview/676833f20323f5eb483a8d54cc34362c685e8920?cid=774b29d4f13844c495f206cafdad9c86,0g0OglDKCOScg9HHU03gNY,"hard_rock, heavy_metal, 70s",Metal,1979,247240,0.231,0.874,10,-4.815,0,0.119,0.0803,0.00296,0.141,0.423,154.222,5
TRIHZQK128F9353CB0,Romo-Goth,Department of Eagles,https://p.scdn.co/mp3-preview/053daed6e3aaceda24240d99bf30183f8a3d8ca1?cid=774b29d4f13844c495f206cafdad9c86,062SC1scqdnZxvoR8GYCbR,"indie, experimental, post_punk",Rock,2006,161293,0.448,0.884,11,-8.989,0,0.0729,0.0466,0.0963,0.153,0.331,173.571,4
TRUMUDO128F42516B2,Love Me Like A Man,Diana Krall,https://p.scdn.co/mp3-preview/05636cf3e3658380403350b784fa91604bdb7933?cid=774b29d4f13844c495f206cafdad9c86,2amqxhdmO9eo9eZyrZU9cB,"jazz, blues",,2004,348866,0.517,0.508,7,-7.751,0,0.0481,0.621,0.00033,0.157,0.501,144.992,1
TRIZMUG128F427E2E0,Anyhow,Leonard Cohen,https://p.scdn.co/mp3-preview/d0638c1addf963fde86f29a30261273e48d4bcb0?cid=774b29d4f13844c495f206cafdad9c86,3MVY0di2ECHflRouNwI4jK,"singer_songwriter, blues",,2012,188333,0.472,0.13,10,-19.989,1,0.0527,0.843,0.000715,0.105,0.108,80.489,4
TRLGQHV12903CCC41A,This Dark Matter,London Elektricity,https://p.scdn.co/mp3-preview/d1dc407e74d066a49b213d1183022254ace3dc02?cid=774b29d4f13844c495f206cafdad9c86,27cvjOWHWGr47iGUdsROgn,drum_and_bass,Electronic,2008,424160,0.427,0.891,7,-7.618,0,0.0907,0.00369,0.0176,0.527,0.364,118.572,5
TRLYRFK128E0783A36,Thru The Glass,Thirteen Senses,https://p.scdn.co/mp3-preview/54aca2b6c78e39863ce0fdac32044eb8c71aa1ad?cid=774b29d4f13844c495f206cafdad9c86,0w1ibyavIxojx8REx7hGAi,"indie, indie_rock, britpop",Rock,2005,277186,0.396,0.713,2,-6.107,1,0.0302,0.000304,0.0435,0.119,0.322,87.026,4
TREVWDG128F427ACC7,Pig Destroyer Destroyer,Drumcorps,https://p.scdn.co/mp3-preview/ba1d141c9a02259bbe76b546c8e30585c463b436?cid=774b29d4f13844c495f206cafdad9c86,1PyShkcgkyLZpkrerJQpSM,grindcore,,2007,266920,0.301,0.951,2,-8.427,1,0.244,0.000554,0.884,0.0981,0.0537,173.053,3
TRXNPVI128F92F620B,Chapter IV: In A Fullmoon Procession,Haggard,https://p.scdn.co/mp3-preview/36766e03fe62d3690bc918da34c50836f716f425?cid=774b29d4f13844c495f206cafdad9c86,2DQiM1y5Lbhcdkhz536TYy,symphonic_metal,Metal,2008,318093,0.222,0.586,9,-7.895,0,0.0319,0.546,0.094,0.231,0.255,172.1,4
TRILYSQ12903CD2427,Reason to Believe,Sum 41,https://p.scdn.co/mp3-preview/ce6f8bf41949a45214c1530172800aab5d855758?cid=774b29d4f13844c495f206cafdad9c86,15H48AY0mKMPGyNbSTD9J3,"punk, punk_rock",,2011,208120,0.236,0.716,5,-6.422,1,0.086,0.0111,2.12e-06,0.11,0.0614,172.763,5
TRXXIRT128F92F2366,Little Remedy,Sandi Thom,https://p.scdn.co/mp3-preview/30e155ef5667e7a62a6a51dce3bc6d16d3f80301?cid=774b29d4f13844c495f206cafdad9c86,0n7kLO6Z4LsKlshlCoaSwY,"pop, female_vocalists",Pop,2006,173200,0.728,0.742,7,-4.955,1,0.0379,0.102,2.04e-06,0.0703,0.724,105.289,4
TRTWLRH128F426264F,It's Not My Cross To Bear,The Allman Brothers Band,https://p.scdn.co/mp3-preview/b8f089b491c286e1f1886aff9867caa99cf0a079?cid=774b29d4f13844c495f206cafdad9c86,0PDBMf7DQMqdoOEixrxtr7,"rock, classic_rock, blues, guitar, blues_rock",Rock,1989,296933,0.421,0.327,4,-13.887,1,0.0377,0.544,0.00548,0.212,0.391,129.983,3
TRMSSQI128F92D7640,Make Love,Daft Punk,https://p.scdn.co/mp3-preview/bde6c79c759bd1ec25f5fc2b9d84c1e73d81d2e8?cid=774b29d4f13844c495f206cafdad9c86,1WnXCfO6oIxG0TbJj29MqR,"electronic, dance, chillout, house, love, french, mellow, chill",,2005,289680,0.697,0.548,1,-9.087,1,0.0561,0.783,0.841,0.132,0.977,133.005,4
TRQMGLT128F932699A,Cooper,Deerhoof,https://p.scdn.co/mp3-preview/0487acb15e132ee521ca191e03af7343e8361d12?cid=774b29d4f13844c495f206cafdad9c86,5G9KAenp6WzW1lqDLA77sv,"indie, experimental, avant_garde",,2002,124400,0.595,0.674,8,-3.672,1,0.415,0.491,0.107,0.0707,0.196,131.837,5
TRSXJNE128F426707C,Know That,Mos Def,https://p.scdn.co/mp3-preview/0907073c6048c542608eeb58a99f19d280ab7c5a?cid=774b29d4f13844c495f206cafdad9c86,0dFnHw0HyFYi28ME8XD1lY,"rap, hip_hop",RnB,1999,243506,0.721,0.837,1,-6.546,1,0.226,0.0529,0.0,0.423,0.642,91.077,4
TRBCGGB12903D01C16,Day Eleven: Love,Ayreon,https://p.scdn.co/mp3-preview/94d328a589ee66d0b9b540c81fa30b5cc4805a17?cid=774b29d4f13844c495f206cafdad9c86,1YjxROCiE2s5aD4Z7J8SwN,"progressive_rock, progressive_metal, symphonic_metal",Metal,2004,258079,0.496,0.667,0,-8.255,1,0.0259,0.0931,0.0,0.404,0.545,93.755,1
TRKHGDY128F428560E,Cacho A Cacho,Estopa,https://p.scdn.co/mp3-preview/94912375e234f09eba5b5a6c8a4d0be0d53f1175?cid=774b29d4f13844c495f206cafdad9c86,0uiJdtMP5zCCaQcSYYLQbJ,"rock, pop, classical",,1999,148746,0.456,0.843,0,-8.682,1,0.0559,0.105,0.00176,0.0939,0.842,79.608,4
TRXSUZH128F9328ECF,Once Upon a Time,Air,https://p.scdn.co/mp3-preview/7e5ccd63eb35bd92e00c0cb802930ba67c0d5771?cid=774b29d4f13844c495f206cafdad9c86,0JzvGLBdps5dPFs6Ruin4E,"electronic, ambient, chillout, piano, trip_hop, downtempo, french, mellow, lounge, chill",,2017,303346,0.401,0.535,1,-9.838,0,0.028,0.709,0.78,0.105,0.289,120.079,5
TRCYVNR128F92EE0E0,Stonehenge,Black Sabbath,https://p.scdn.co/mp3-preview/bc6cf5dda338797076946847476019792bd2e45c?cid=774b29d4f13844c495f206cafdad9c86,00tM0ywnR64x43tu3Mgo4a,"heavy_metal, doom_metal",,1983,118173,0.241,0.188,7,-26.334,1,0.0396,0.902,0.89,0.104,0.0826,71.478,4
TRUBEGV12903CDDD5C,Rocking Chairs And Shotguns,Mouth of the Architect,https://p.scdn.co/mp3-preview/931282f87aa833ba8bf98fe3ae6966595a360d31?cid=774b29d4f13844c495f206cafdad9c86,48XdY1kKlqM8WdjFC9KhEH,doom_metal,,2008,411680,0.319,0.629,4,-5.503,0,0.0371,0.000157,0.828,0.229,0.176,108.114,3
TRILUWZ128F4285898,All Around Me,Flyleaf,https://p.scdn.co/mp3-preview/823fcec52fb5027168818be7f438b67a16988f5e?cid=774b29d4f13844c495f206cafdad9c86,0HEFPMDaULAoYOI9jq8w2S,"rock, alternative, female_vocalists, alternative_rock, hard_rock",Rock,2005,198466,0.479,0.881,9,-4.897,1,0.0446,0.0265,0.0,0.0544,0.475,146.822,4
TRGKULK128F146CB53,We're No Here,Mogwai,https://p.scdn.co/mp3-preview/5890c597b5576d963989255f7d74126984b86944?cid=774b29d4f13844c495f206cafdad9c86,0Yg4jghmFn1I1HCBMulZ9i,"experimental, indie_rock, instrumental, post_rock",,2006,339200,0.0662,0.329,7,-7.235,1,0.044,0.000191,0.778,0.081,0.0335,77.396,3
TRRSCZU128F92FE506,Love Will,Suburban Kids with Biblical Names,https://p.scdn.co/mp3-preview/27aa057c0de01b6232b19f4122e396aa7dbf1421?cid=774b29d4f13844c495f206cafdad9c86,0O65gAUnLqFUc828dTiKOm,"indie, pop, indie_pop, swedish",,2004,191493,0.662,0.758,0,-6.49,1,0.0583,0.38,0.0,0.0548,0.734,87.562,4
TRIMGTY128F428F5A3,Thin Air,Anathema,https://p.scdn.co/mp3-preview/270ab985831ad11784579ba11aeedb23ab133f35?cid=774b29d4f13844c495f206cafdad9c86,1djpqVJurVL5yHuoG4fjvS,progressive_rock,Rock,2010,359680,0.442,0.754,11,-8.56,0,0.0302,0.000992,0.0267,0.339,0.124,139.002,3
TRUZUGD128F42645EA,Tombstone Blues,Bob Dylan,https://p.scdn.co/mp3-preview/535281ad97d834ac4a3b712fd0f38c09494a0ac3?cid=774b29d4f13844c495f206cafdad9c86,0BGHHiRpkcFhwJdBYwBvns,"rock, classic_rock, folk, singer_songwriter, blues, 60s, blues_rock",,1965,356226,0.504,0.808,11,-7.25,1,0.0584,0.408,0.0,0.316,0.653,123.866,4
TROSAAG128F92E01E2,The Origin,Haggard,https://p.scdn.co/mp3-preview/4608a3f1df7262b5b75d53d85aac7f3b4d63ab5b?cid=774b29d4f13844c495f206cafdad9c86,1mH0K3BrpnqS7SGbrA9NWb,"classical, german, gothic_metal, symphonic_metal",Metal,2008,117186,0.395,0.625,0,-9.77,0,0.127,0.0675,0.00165,0.216,0.495,91.749,3
TRUDLPF128F427F125,This Love Is Not Wrong,The Field Mice,https://p.scdn.co/mp3-preview/9645004332c727d746afb4fb1e147f23f2d7c6a3?cid=774b29d4f13844c495f206cafdad9c86,054vOERDksGhAeUqhpBNGh,indie_pop,,1991,198960,0.462,0.73,1,-10.694,0,0.0309,4.85e-05,0.421,0.0451,0.967,81.909,4
TRUYGDM12903CE4193,Beat My Head Against the Wall,Black Flag,https://p.scdn.co/mp3-preview/2533087a247658d973f638ee5325494b32ef9ac7?cid=774b29d4f13844c495f206cafdad9c86,0dNS1arDASqkkgGlrkCezo,"punk, hardcore, punk_rock",Rock,1984,154200,0.361,0.559,9,-16.825,1,0.0421,0.591,0.344,0.198,0.382,105.985,5
TRRGTKM128F4276BA6,Stardrowned,At the Gates,https://p.scdn.co/mp3-preview/63d5e84aa861f844681ada315d93f8f6f60d9ce0?cid=774b29d4f13844c495f206cafdad9c86,0tp9FMOSxra7Uf0NWYMMwL,"death_metal, melodic_death_metal",Metal,1993,235040,0.276,0.938,11,-6.412,0,0.135,4.81e-06,0.942,0.103,0.19,112.172,4
